allocationYear,fundId,clusterId,ClusterCBPFCERFId,partnerTypeId,partnerCode,projectList,budget
2023,108,4,4,2,2035168.905,26764,282426.5222
2023,108,4,4,2,591715.775,26780,406051.2315
2023,108,4,4,2,991748.975,26787,368318.4904
2023,108,6,6,1,633385.9,26829,204376.725
2023,108,6,6,2,1510125.33,26820,317951.036
2023,108,6,6,2,2041836.125,26706,51560.3352
2023,108,6,6,2,2340194.22,26774,411714.2304
2023,108,6,6,2,3033585.1,26722,313409.154
2023,108,6,6,2,591715.775,26780,496284.8385
2023,108,6,6,2,598382.995,26822,186922.456
2023,108,6,6,2,875072.625,26777,533373.2
2023,108,7,7,1,2341861.025,26807,100248.6464
2023,108,7,7,1,583381.75,26749,460718.0699
2023,108,7,7,2,1426785.08,26824,970847.81
2023,108,7,7,2,585048.555,26760,592935.1232
2023,108,7,7,2,591715.775,26776,510008.1984
2023,108,7,7,2,908408.725,26818,412893.72
2023,108,7,7,3,230019.09,26783,399895.16
2023,108,9,9,2,1426785.08,26773,444485.3
2023,108,9,9,2,3033585.1,26722,208939.436
2023,108,9,9,2,585048.555,26760##26762,286878.9816
2023,108,9,9,2,6638884.315,26753,420357.53
2023,108,9,9,4,630052.29,26781,574632.32
2023,108,10,10,1,4253686.36,26895,372999.99
2023,108,10,10,1,4293689.68,26819,616130.09
2023,108,10,10,1,4737059.81,26704,425243.77
2023,108,10,10,1,4765395.495,26903,793426.99
2023,108,10,10,1,583381.75,26749,188180.6201
2023,108,10,10,1,633385.9,26829,116786.7
2023,108,10,10,2,1105091.715,26761,294385.35
2023,108,10,10,2,1673472.22,26798,634814.48
2023,108,10,10,2,2035168.905,26764,921602.3356
2023,108,10,10,2,580048.14,26769,740262.74
2023,108,10,10,2,585048.555,26762,253641.4752
2023,108,10,10,2,591715.775,26776,198336.5216
2023,108,10,10,2,595049.385,26768,279525.454
2023,108,10,10,2,610050.63,26790,730023.18
2023,108,10,10,2,618384.655,26720,192283.2158
2023,108,11,11,1,2341861.025,26807,78766.7936
2023,108,11,11,1,378364.735,26772,600000.0
2023,108,11,11,2,2608549.825,26840,780819.39
2023,108,11,11,2,615051.045,26789,198031.42
2023,109,1,1,3,7,4863,300000.0
2023,109,4,19,3,11,4768##4865,1404250.0
2023,109,4,19,3,7,4767##4863,1680001.0
2023,109,6,17,3,2,4867,3853666.0
2023,109,6,17,3,5,4589,7000000.0
2023,109,6,18,3,2,4588##4769,12499811.0
2023,109,7,7,3,3,4770##4868,1500000.0
2023,109,7,7,3,6,4866,200000.0
2023,109,10,10,3,11,4865,1352253.0
2023,109,10,10,3,4,4864,495000.0
2023,109,10,10,3,6,4771##4866,700000.0
2023,109,11,11,3,4,4864,1005000.0
2023,109,14,14,3,7,4863,1020000.0
2023,109,4,19,3,1,4761,550000.0
2023,109,4,19,3,11,4763,637000.0
2023,109,4,19,3,7,4760,148500.0
2023,109,6,18,3,2,4765,728860.0
2023,109,7,7,3,3,4766,369418.0
2023,109,7,7,3,6,4762,200000.0
2023,109,7,7,3,7,4760,401500.0
2023,109,10,10,3,11,4763,63000.0
2023,109,10,10,3,4,4764,293728.0
2023,109,10,10,3,6,4762,200000.0
2023,109,14,14,3,4,4764,405624.0
2023,109,1,1,3,11,4648,1436500.0
2023,109,1,1,3,2,4649,127000.0
2023,109,1,1,3,7,4647,1436500.0
2023,109,6,17,3,5,4741,500000.0
2023,109,6,18,3,2,4744,1500000.0
2023,109,7,7,3,4,4532,305000.0
2023,109,7,7,3,6,4743,165000.0
2023,109,10,10,3,4,4532,305000.0
2023,109,10,10,3,6,4531##4743,789000.0
2023,109,11,11,3,4,4742,1500000.0
2023,109,13,21,3,7,4530,1936000.0
2023,109,6,17,3,5,4590,500000.0
2023,109,6,18,3,2,4592,3120000.0
2023,109,7,7,3,3,4593,508025.0
2023,109,9,9,3,4,4591,876424.0
2023,109,10,10,3,12,4601,250000.0
2023,109,10,10,3,4,4591,350570.0
2023,109,11,11,3,4,4591,525854.0
2023,109,12,20,3,2,4592,2880000.0
2023,109,7,7,3,6,4678,500000.0
2023,109,10,10,3,11,4679,2000000.0
2023,109,10,10,3,4,4677,500000.0
2023,109,12,20,3,2,4680,999997.0
2023,109,4,19,3,7,4572,750000.0
2023,109,6,17,3,5,4698,600000.0
2023,109,6,18,3,2,4573##4702,1947501.0
2023,109,7,7,3,3,4701,1250084.0
2023,109,7,7,3,6,4631,150000.0
2023,109,9,9,3,2,4702,202500.0
2023,109,9,9,3,4,4700,576034.0
2023,109,10,10,3,4,4630,350016.0
2023,109,10,10,3,6,4631,350000.0
2023,109,10,10,3,7,4572,450000.0
2023,109,11,11,3,4,4630##4700,1674091.0
2023,109,11,11,3,7,4572,300000.0
2023,109,12,20,3,2,4573##4703,802830.0
2023,109,13,21,3,11,4571##4699,4600002.0
2023,109,1,1,3,11,4715,0.0
2023,109,1,1,3,7,4716,656250.0
2023,109,3,3,3,4,4717,710946.0
2023,109,4,19,3,11,4715##4822,3307405.0
2023,109,4,19,3,4,4823,382500.0
2023,109,4,19,3,7,4716##4820,937500.0
2023,109,6,17,3,5,4714##4821,2130000.0
2023,109,6,18,3,2,4832,1200000.0
2023,109,7,7,3,3,4665##4719##4824,2250031.0
2023,109,9,9,3,4,4717,540319.0
2023,109,10,10,3,11,4715##4822,280000.0
2023,109,10,10,3,4,4823,850000.0
2023,109,10,10,3,6,4720##4833,2850001.0
2023,109,11,11,3,4,4664##4717##4823,4985067.0
2023,109,14,14,3,2,4718,2670000.0
2023,109,6,17,3,5,4693,525000.0
2023,109,6,18,3,2,4694,798320.0
2023,109,9,9,3,2,4694,375680.0
2023,109,9,9,3,4,4695,616770.0
2023,109,11,11,3,4,4695,184230.0
2023,109,7,7,3,3,4642,750000.0
2023,109,7,7,3,6,4638,76598.0
2023,109,7,7,3,7,4829,80000.0
2023,109,10,10,3,11,4639,1260000.0
2023,109,10,10,3,6,4638,373981.0
2023,109,10,10,3,7,4829,719998.0
2023,109,11,11,3,4,4640,599526.0
2023,109,14,14,3,11,4639,240000.0
2023,109,14,14,3,2,4641,1700000.0
2023,109,4,19,3,11,4696##4898,679000.0
2023,109,4,19,3,7,4809##4897,1750000.0
2023,109,6,17,3,5,4894,1000000.0
2023,109,6,18,3,11,4696,678500.0
2023,109,7,7,3,11,4696,276000.0
2023,109,7,7,3,3,4713##4811##4900,3150000.0
2023,109,7,7,3,6,4813##4901,649501.0
2023,109,7,7,3,7,4697,299000.0
2023,109,9,9,3,2,4810,800000.0
2023,109,9,9,3,4,4812,198000.0
2023,109,10,10,3,11,4696##4898,729000.0
2023,109,10,10,3,6,4813##4901,400502.0
2023,109,10,10,3,7,4697,253000.0
2023,109,11,11,3,11,4696##4898,937500.0
2023,109,11,11,3,4,4812##4899,3498000.0
2023,109,11,11,3,7,4697,253000.0
2023,109,12,20,3,7,4697,989000.0
2023,109,14,14,3,4,4899,704000.0
2023,109,14,14,3,7,4697##4809##4897,3256000.0
2023,109,6,17,3,5,4574,2500000.0
2023,109,6,18,3,2,4575,5000000.0
2023,109,7,7,3,3,4673,642200.0
2023,109,9,9,3,3,4673,540800.0
2023,109,9,9,3,4,4576##4672,3099001.0
2023,109,10,10,3,20,4670,299405.0
2023,109,10,10,3,3,4673,507000.0
2023,109,10,10,3,4,4672,615000.0
2023,109,10,10,3,6,4671,2900000.0
2023,109,11,11,3,4,4672,1886000.0
2023,109,3,3,3,4,4509,108498.0
2023,109,4,19,3,11,4508,67287.0
2023,109,7,7,3,3,4510,100000.0
2023,109,7,7,3,4,4509,61204.0
2023,109,7,7,3,6,4507,138571.0
2023,109,10,10,3,4,4509,27820.0
2023,109,10,10,3,6,4507,24454.0
2023,109,11,11,3,11,4508,191508.0
2023,109,11,11,3,4,4509,80678.0
2023,109,14,14,3,7,4506,200000.0
2023,109,4,19,3,11,4750,1494000.0
2023,109,4,19,3,7,4745,1500000.0
2023,109,7,7,3,3,4749,3000000.0
2023,109,10,10,3,11,4750,306000.0
2023,109,10,10,3,4,4747,300000.0
2023,109,10,10,3,6,4746,400000.0
2023,109,11,11,3,4,4748,3000000.0
2023,109,6,17,3,5,4877,1400000.0
2023,109,6,18,3,2,4875,996000.0
2023,109,7,7,3,3,4876,350000.0
2023,109,7,7,3,6,4878,150000.0
2023,109,9,9,3,2,4875,204000.0
2023,109,9,9,3,4,4879,300000.0
2023,109,10,10,3,4,4879,150000.0
2023,109,10,10,3,6,4878,150000.0
2023,109,11,11,3,4,4879,300000.0
2023,109,1,1,3,7,4517,152000.0
2023,109,4,19,3,11,4516,500000.0
2023,109,4,19,3,7,4517,648000.0
2023,109,6,18,3,2,4515,896000.0
2023,109,7,7,3,3,4514,500011.0
2023,109,7,7,3,4,4512,270000.0
2023,109,7,7,3,6,4511##4520,500000.0
2023,109,9,9,3,4,4512,510000.0
2023,109,10,10,3,17,4518,300000.0
2023,109,10,10,3,4,4512##4519,419000.0
2023,109,10,10,3,6,4511##4520,600000.0
2023,109,11,11,3,4,4512##4519,3701000.0
2023,109,12,20,3,2,4513##4515,804011.0
2023,109,6,17,3,5,4612,1260000.0
2023,109,6,18,3,2,4614,1800000.0
2023,109,6,18,3,5,4612,240000.0
2023,109,9,9,3,2,4614,1200000.0
2023,109,9,9,3,4,4613,1800000.0
2023,109,11,11,3,4,4613,700000.0
2023,109,4,19,3,7,4524,1300000.0
2023,109,6,17,3,5,4525,800000.0
2023,109,6,18,3,2,4522,1199922.0
2023,109,7,7,3,3,4521,1240288.0
2023,109,7,7,3,4,4523,463950.0
2023,109,7,7,3,6,4526,300003.0
2023,109,11,11,3,4,4523,4691050.0
2023,109,4,19,3,11,4634##4908,2610546.0
2023,109,4,19,3,7,4632,1500000.0
2023,109,6,18,3,2,4636##4910,3000000.0
2023,109,7,7,3,3,4637,1500614.0
2023,109,7,7,3,4,4909,1204000.0
2023,109,7,7,3,6,4633,500000.0
2023,109,10,10,3,11,4634##4908,1845546.0
2023,109,10,10,3,4,4635##4909,1134500.0
2023,109,10,10,3,6,4633,500000.0
2023,109,11,11,3,4,4635##4909,3211500.0
2023,109,6,17,3,5,4619,1000000.0
2023,109,6,18,3,2,4617,6000000.0
2023,109,9,9,3,4,4618,2000000.0
2023,109,4,19,3,13,4757,3000000.0
2023,109,6,18,3,2,4758,2000000.0
2023,109,7,7,3,3,4759,2000000.0
2023,109,7,7,3,4,4756,1000000.0
2023,109,11,11,3,4,4756,1000000.0
2023,109,12,20,3,13,4893,3000000.0
2023,109,1,1,3,7,4550,375002.0
2023,109,3,3,3,4,4546,262919.0
2023,109,4,19,3,7,4550,750004.0
2023,109,6,17,3,5,4549,410000.0
2023,109,6,18,3,2,4547,1500000.0
2023,109,7,7,3,3,4548,699142.0
2023,109,7,7,3,4,4546,154658.0
2023,109,7,7,3,6,4545,569727.0
2023,109,9,9,3,4,4546,262919.0
2023,109,10,10,3,4,4546,185590.0
2023,109,10,10,3,6,4545,642459.0
2023,109,11,11,3,4,4546,680496.0
2023,109,14,14,3,7,4550,375001.0
2023,109,1,1,3,11,4683##4783,930000.0
2023,109,4,19,3,11,4683##4783,4170000.0
2023,109,6,17,3,5,4684##4778,3000000.0
2023,109,7,7,3,3,4681##4782,4499945.0
2023,109,7,7,3,4,4682##4780,2955000.0
2023,109,7,7,3,6,4779,1125000.0
2023,109,7,7,3,7,4685,690000.0
2023,109,9,9,3,2,4781,3000000.0
2023,109,9,9,3,4,4682##4780,3060000.0
2023,109,9,9,3,7,4685,465000.0
2023,109,10,10,3,11,4783,900000.0
2023,109,10,10,3,6,4686##4779,2125000.0
2023,109,10,10,3,7,4685,345000.0
2023,109,11,11,3,4,4682##4780,4735000.0
2023,109,12,20,3,1,4688,996137.0
2023,109,12,20,3,2,4687,6000489.0
2023,109,13,21,3,11,4683,500000.0
2023,109,14,14,3,7,4784,2500000.0
2023,109,4,19,3,2,4675,322000.0
2023,109,6,17,3,5,4674,400000.0
2023,109,6,18,3,2,4675,378000.0
2023,109,7,7,3,3,4676,400000.0
2023,109,3,3,3,4,4626,1000000.0
2023,109,4,19,3,11,4774,2000000.0
2023,109,6,17,3,5,4629,5000000.0
2023,109,6,18,3,2,4627##4776,4390000.0
2023,109,6,18,3,5,4772,1375000.0
2023,109,7,7,3,3,4628##4777,5250000.0
2023,109,9,9,3,2,4627,1485000.0
2023,109,9,9,3,4,4626,1500000.0
2023,109,10,10,3,11,4625,3000000.0
2023,109,11,11,3,4,4775,1800009.0
2023,109,11,11,3,7,4773,1200000.0
2023,109,1,1,3,11,4646,1000000.0
2023,109,1,1,3,7,4645,510000.0
2023,109,6,17,3,5,4666,2499992.0
2023,109,6,18,3,2,4644##4668##4740,12470000.0
2023,109,7,7,3,3,4643##4738,1200000.0
2023,109,7,7,3,6,4735,301008.0
2023,109,9,9,3,2,4668,2530000.0
2023,109,9,9,3,4,4667##4739,1715000.0
2023,109,10,10,3,11,4646,1000000.0
2023,109,10,10,3,4,4667,299000.0
2023,109,10,10,3,6,4669##4735,1099009.0
2023,109,11,11,3,4,4739,986000.0
2023,109,12,20,3,11,4646##4736,1400000.0
2023,109,12,20,3,2,4644,500000.0
2023,109,12,20,3,7,4645##4737,6490000.0
2023,109,4,19,3,11,4505,2100000.0
2023,109,6,18,3,2,4503,3000000.0
2023,109,7,7,3,3,4502,5000000.0
2023,109,7,7,3,6,4501,320000.0
2023,109,10,10,3,11,4505,900000.0
2023,109,10,10,3,4,4504,900000.0
2023,109,10,10,3,6,4501,680000.0
2023,109,11,11,3,4,4504,2100000.0
2023,109,3,3,3,4,4500,652500.0
2023,109,4,19,3,11,4497,2300000.0
2023,109,4,19,3,4,4500,337500.0
2023,109,4,19,3,7,4495,1125000.0
2023,109,6,18,3,2,4498,1260010.0
2023,109,7,7,3,6,4496,800000.0
2023,109,10,10,3,7,4495,450000.0
2023,109,11,11,3,1,4499,500225.0
2023,109,11,11,3,4,4500,1260000.0
2023,109,11,11,3,7,4495,675000.0
2023,109,12,20,3,2,4498,840006.0
2023,109,1,1,3,7,4529##4797,185000.0
2023,109,4,19,3,7,4529##4797,715000.0
2023,109,6,17,3,5,4527,500000.0
2023,109,9,9,3,4,4798,198000.0
2023,109,11,11,3,4,4528##4798,1165281.0
2023,109,6,17,3,5,4594,2900000.0
2023,109,7,7,3,3,4599,1100325.0
2023,109,7,7,3,4,4600,1984000.0
2023,109,7,7,3,6,4596,900008.0
2023,109,7,7,3,7,4595,468000.0
2023,109,9,9,3,2,4598,2400000.0
2023,109,9,9,3,3,4599,1100325.0
2023,109,9,9,3,4,4600,2294000.0
2023,109,11,11,3,4,4600,1922000.0
2023,109,14,14,3,11,4597,1450000.0
2023,109,14,14,3,7,4595,1482000.0
2023,109,6,17,3,5,4904,1200000.0
2023,109,7,7,3,3,4663##4905,1196059.0
2023,109,9,9,3,4,4903,598000.0
2023,109,10,10,3,6,4902,500000.0
2023,109,11,11,3,4,4662##4903,2502000.0
2023,109,1,1,3,7,4689,59973.0
2023,109,4,19,3,11,4690,154385.0
2023,109,4,19,3,7,4689,914592.0
2023,109,6,18,3,7,4689,299866.0
2023,109,7,7,3,6,4692,255870.0
2023,109,7,7,3,7,4689,164926.0
2023,109,10,10,3,11,4690,343632.0
2023,109,10,10,3,4,4691,264525.0
2023,109,10,10,3,6,4692,312730.0
2023,109,10,10,3,7,4689,59974.0
2023,109,11,11,3,4,4691,715199.0
2023,109,4,19,3,11,4830,1980004.0
2023,109,4,19,3,7,4831,1000000.0
2023,109,6,18,3,2,4842,13000000.0
2023,109,10,10,3,11,4830,1020002.0
2023,109,10,10,3,12,4887,612107.0
2023,109,10,10,3,26,4849,1000000.0
2023,109,10,10,3,6,4848,2000011.0
2023,109,4,19,3,11,4800,1200000.0
2023,109,4,19,3,7,4799,1400000.0
2023,109,6,18,3,2,4801,5000000.0
2023,109,7,7,3,6,4802,400000.0
2023,109,1,1,3,11,4815,480000.0
2023,109,4,19,3,11,4815,2480000.0
2023,109,6,17,3,5,4814,750000.0
2023,109,6,18,3,2,4817,750000.0
2023,109,7,7,3,3,4818,1000000.0
2023,109,9,9,3,2,4817,500000.0
2023,109,9,9,3,4,4816,510002.0
2023,109,10,10,3,11,4815##4895,1681500.0
2023,109,10,10,3,4,4816,495003.0
2023,109,10,10,3,6,4819,500336.0
2023,109,11,11,3,4,4816,495003.0
2023,109,4,19,3,11,4856,308000.0
2023,109,4,19,3,7,4854,500000.0
2023,109,9,9,3,4,4857,1176000.0
2023,109,10,10,3,11,4856,704000.0
2023,109,10,10,3,2,4896,349999.0
2023,109,10,10,3,4,4857,448000.0
2023,109,10,10,3,6,4855,500000.0
2023,109,11,11,3,4,4857,1176000.0
2023,109,13,21,3,11,4856,1188000.0
2023,109,3,3,3,4,4858,750000.0
2023,109,6,18,3,2,4860,2400000.0
2023,109,9,9,3,2,4860,100000.0
2023,109,9,9,3,4,4858,1000000.0
2023,109,10,10,3,4,4858##4891,1250000.0
2023,109,10,10,3,6,4859,1500000.0
2023,109,4,19,3,11,4557,891151.0
2023,109,4,19,3,7,4558,697600.0
2023,109,6,17,3,5,4556,500000.0
2023,109,6,18,3,2,4562,2428856.0
2023,109,6,18,3,7,4558,174400.0
2023,109,7,7,3,3,4563,448247.0
2023,109,7,7,3,6,4559,296000.0
2023,109,9,9,3,3,4563,252139.0
2023,109,9,9,3,4,4560,503739.0
2023,109,10,10,3,11,4557,209036.0
2023,109,10,10,3,4,4560,395795.0
2023,109,10,10,3,6,4559,504000.0
2023,109,11,11,3,4,4560,899535.0
2023,109,12,20,3,2,4561,800096.0
2023,109,3,3,3,4,4603,413961.0
2023,109,6,17,3,5,4609,1000000.0
2023,109,6,18,3,2,4607,0.0
2023,109,7,7,3,3,4608,1106977.0
2023,109,7,7,3,6,4605,134055.0
2023,109,10,10,3,11,4604,1000000.0
2023,109,10,10,3,12,4615,248000.0
2023,109,10,10,3,17,4606,468000.0
2023,109,10,10,3,4,4603,543325.0
2023,109,10,10,3,6,4605,475288.0
2023,109,11,11,3,4,4603,336344.0
2023,109,1,1,3,11,4569,675360.0
2023,109,1,1,3,7,4565,900000.0
2023,109,3,3,3,4,4567,1035701.0
2023,109,4,19,3,11,4569,2701440.0
2023,109,4,19,3,7,4565,1400000.0
2023,109,6,17,3,5,4564,1250000.0
2023,109,6,18,3,2,4570,1246721.0
2023,109,7,7,3,3,4568,2303373.0
2023,109,7,7,3,4,4567,712045.0
2023,109,7,7,3,6,4566,1997522.0
2023,109,7,7,3,7,4565,200000.0
2023,109,9,9,3,4,4567,1035701.0
2023,109,10,10,3,11,4569,1447200.0
2023,109,10,10,3,4,4567,1683014.0
2023,109,10,10,3,6,4566,438480.0
2023,109,11,11,3,4,4567,2006671.0
2023,109,12,20,3,2,4570,979567.0
2023,109,6,17,3,1,4551,1500000.0
2023,109,6,17,3,5,4555,1500000.0
2023,109,7,7,3,3,4554,500043.0
2023,109,7,7,3,6,4552,502030.0
2023,109,11,11,3,4,4553,1000000.0
2023,109,6,17,3,5,4650,3480000.0
2023,109,7,7,3,3,4653,4312500.0
2023,109,9,9,3,2,4652,2242500.0
2023,109,9,9,3,3,4653,1437500.0
2023,109,9,9,3,4,4654,1980000.0
2023,109,10,10,3,4,4654,1020000.0
2023,109,11,11,3,4,4654,3000000.0
2023,109,12,20,3,2,4652,1007500.0
2023,109,14,14,3,5,4650,520000.0
2023,109,14,14,3,7,4651,4000000.0
2023,109,1,1,3,7,4825,693000.0
2023,109,3,3,3,4,4828,1000000.0
2023,109,4,19,3,7,4825,2145000.0
2023,109,6,18,3,2,4826,3200000.0
2023,109,7,7,3,3,4827,500000.0
2023,109,10,10,3,11,4888,289993.0
2023,109,11,11,3,7,4825,462000.0
2023,109,1,1,3,7,4583,1026000.0
2023,109,4,19,3,7,4583,720000.0
2023,109,7,7,3,3,4582,1000000.0
2023,109,9,9,3,4,4584,1199852.0
2023,109,10,10,3,11,4585,1500000.0
2023,109,10,10,3,6,4586,1000000.0
2023,109,14,14,3,7,4583,54000.0
2023,109,6,17,3,5,4655,500000.0
2023,109,6,18,3,2,4660,3000000.0
2023,109,7,7,3,3,4661,499911.0
2023,109,7,7,3,6,4657,296000.0
2023,109,10,10,3,6,4657,504000.0
2023,109,11,11,3,4,4659,1000000.0
2023,109,13,21,3,11,4658,1000000.0
2023,109,14,14,3,7,4656,1201435.0
2023,109,7,7,3,6,4622,1120000.0
2023,109,7,7,3,7,4621,230000.0
2023,109,9,9,3,4,4624,900000.0
2023,109,10,10,3,11,4623,2000000.0
2023,109,10,10,3,6,4622,880000.0
2023,109,10,10,3,7,4621,770000.0
2023,109,11,11,3,4,4624,2100000.0
2023,109,1,1,3,7,4538,84000.0
2023,109,3,3,3,4,4536,499988.0
2023,109,4,19,3,7,4538,616000.0
2023,109,6,17,3,5,4533,1500000.0
2023,109,6,18,3,2,4537,2494000.0
2023,109,7,7,3,3,4534,700000.0
2023,109,7,7,3,6,4535,301000.0
2023,109,9,9,3,2,4537,261000.0
2023,109,9,9,3,4,4536,1259968.0
2023,109,10,10,3,4,4536,239994.0
2023,109,10,10,3,6,4535,399000.0
2023,109,12,20,3,2,4537,145000.0
2023,109,6,18,3,2,4808,500000.0
2023,109,9,9,3,4,4807,780000.0
2023,109,10,10,3,4,4807,220000.0
2023,109,11,11,3,4,4807,1000000.0
2023,109,12,20,3,2,4808,1500000.0
2023,109,3,3,3,11,4837,313280.0
2023,109,3,3,3,4,4836,1209816.0
2023,109,6,17,3,5,4838,760000.0
2023,109,6,18,3,2,4834,994022.0
2023,109,6,18,3,5,4838,240000.0
2023,109,7,7,3,3,4835,1000584.0
2023,109,7,7,3,6,4861,497350.0
2023,109,9,9,3,2,4834,406009.0
2023,109,9,9,3,4,4836,583304.0
2023,109,10,10,3,11,4837,1110720.0
2023,109,10,10,3,4,4836,367265.0
2023,109,10,10,3,6,4861,517650.0
2023,109,3,3,3,4,4839,1166000.0
2023,109,6,17,3,5,4847,1000000.0
2023,109,6,18,3,2,4840,1000000.0
2023,109,10,10,3,11,4841,1150000.0
2023,109,10,10,3,4,4839,1034000.0
2023,109,10,10,3,6,4862,1150000.0
2023,109,10,10,3,7,4890,300000.0
2023,109,3,3,3,4,4850,700000.0
2023,109,4,19,3,11,4846,1758581.0
2023,109,6,17,3,5,4843,600000.0
2023,109,6,18,3,2,4851,1700000.0
2023,109,7,7,3,3,4852,499972.0
2023,109,7,7,3,4,4850,700000.0
2023,109,7,7,3,6,4845,397500.0
2023,109,7,7,3,7,4844,500000.0
2023,109,10,10,3,11,4846,386030.0
2023,109,10,10,3,4,4850,392000.0
2023,109,10,10,3,6,4845,352500.0
2023,109,10,10,3,7,4911,400000.0
2023,109,11,11,3,4,4850,1008000.0
2023,109,3,3,3,4,4752,195000.0
2023,109,6,18,3,2,4754,3000000.0
2023,109,7,7,3,3,4755,500000.0
2023,109,10,10,3,12,4753,500000.0
2023,109,10,10,3,17,4906,700000.0
2023,109,10,10,3,4,4752,598000.0
2023,109,10,10,3,6,4751,700000.0
2023,109,11,11,3,4,4752,507000.0
2023,109,9,9,3,2,4578,1902123.0
2023,109,9,9,3,3,4579,1250066.0
2023,109,9,9,3,4,4577,2332100.0
2023,109,10,10,3,6,4580,1000025.0
2023,109,3,3,3,4,4587,560000.0
2023,109,4,19,3,7,4610,2925000.0
2023,109,6,17,3,5,4616,500000.0
2023,109,7,7,3,3,4602,1500000.0
2023,109,7,7,3,4,4587,720000.0
2023,109,9,9,3,4,4587,680000.0
2023,109,10,10,3,11,4620,2585200.0
2023,109,10,10,3,4,4587,680000.0
2023,109,10,10,3,6,4611,1500000.0
2023,109,11,11,3,4,4587,1360000.0
2023,109,11,11,3,7,4610,1575000.0
2023,109,12,20,3,2,4581,3500293.0
2023,109,4,19,3,11,4540,5500000.0
2023,109,4,19,3,13,4542,400000.0
2023,109,4,19,3,7,4539,3000000.0
2023,109,7,7,3,13,4542,210000.0
2023,109,7,7,3,3,4543,6000000.0
2023,109,10,10,3,13,4542,70000.0
2023,109,10,10,3,4,4541,990000.0
2023,109,10,10,3,6,4544,500000.0
2023,109,11,11,3,4,4541,7920000.0
2023,109,12,20,3,4,4541,90000.0
2023,109,14,14,3,13,4542,320000.0
2023,109,6,18,3,2,4806,2400000.0
2023,109,7,7,3,11,4804,2100000.0
2023,109,9,9,3,4,4805,1000000.0
2023,109,10,10,3,17,4803##4889,1000001.0
2023,109,4,19,3,11,4871,735000.0
2023,109,4,19,3,7,4870,135000.0
2023,109,6,17,3,5,4869,1500000.0
2023,109,6,18,3,2,4873,1500000.0
2023,109,7,7,3,3,4880,840000.0
2023,109,7,7,3,4,4872,460000.0
2023,109,7,7,3,6,4874,450502.0
2023,109,7,7,3,7,4870,135000.0
2023,109,9,9,3,4,4872,270000.0
2023,109,10,10,3,11,4871,315000.0
2023,109,10,10,3,4,4872,270000.0
2023,109,10,10,3,6,4874##4892,644501.0
2023,109,10,10,3,7,4870,629999.0
2023,109,11,11,3,3,4880,360000.0
2023,109,3,3,3,4,4789,837001.0
2023,109,4,19,3,11,4788,3025000.0
2023,109,4,19,3,7,4786,3020000.0
2023,109,6,17,3,5,4785,4000000.0
2023,109,6,18,3,2,4790,1000000.0
2023,109,7,7,3,3,4791,2150012.0
2023,109,7,7,3,6,4787,1239594.0
2023,109,10,10,3,6,4787,2110661.0
2023,109,11,11,3,4,4789,1863001.0
2023,109,14,14,3,7,4786,755000.0
2024,1,3,3,2,25933.9789,28220,798762.49
2024,1,3,3,2,26488.387,28218,160435.693
2024,1,3,3,2,28890.8221,28050,193132.1312
2024,1,3,3,2,30184.441,28070,220879.6
2024,1,3,3,2,30800.45,28158,93831.9528
2024,1,4,4,1,21313.9114,28075,698452.288
2024,1,4,4,1,24270.7546,28093,647979.09
2024,1,4,4,1,5667.2828,28152,650000.0
2024,1,4,4,2,25194.7681,28141,489188.2584
2024,1,4,4,3,28829.2212,27995,490530.42
2024,1,6,6,1,21560.315,28087,823255.47
2024,1,6,6,2,25194.7681,28141,299825.0616
2024,1,6,6,2,26488.387,28218,568817.457
2024,1,6,6,2,28890.8221,28064,736063.7
2024,1,6,6,2,29198.8266,28148,299948.36
2024,1,6,6,2,30738.8491,28195,148492.3341
2024,1,6,6,2,30800.45,28158,688100.9872
2024,1,6,6,2,30985.2527,28041,295230.87
2024,1,7,7,1,21129.1087,27991,560335.94
2024,1,7,7,1,21683.5168,28017,428710.6188
2024,1,7,7,1,21806.7186,28204,562851.04
2024,1,7,7,1,23593.1447,28291,439428.82
2024,1,7,7,2,29075.6248,28217,722113.21
2024,1,7,7,3,8500.9242,28161,590832.87
2024,1,7,7,3,9301.7359,28069,1469275.3348
2024,1,9,9,1,21683.5168,28017,262758.1212
2024,1,9,9,1,21806.7186,28205,417240.0
2024,1,9,9,1,22237.9249,28066,201718.6
2024,1,9,9,3,8808.9287,28099,402677.4325
2024,1,9,9,3,9301.7359,28069,600126.5452
2024,1,10,10,1,25810.7771,28036,594222.03
2024,1,10,10,1,5667.2828,28152##28153,580930.8375
2024,1,10,10,2,22361.1267,28012,496724.36
2024,1,10,10,2,24455.5573,28094,493576.02
2024,1,10,10,2,30738.8491,28195,301484.4359
2024,1,10,10,3,28829.2212,27995,599537.18
2024,1,11,11,1,21313.9114,28075##28118,444872.582
2024,1,11,11,1,21806.7186,28205,266760.0
2024,1,11,11,1,22730.7321,28084##28086,945979.1300000001
2024,1,11,11,1,24270.7546,28145,202274.93
2024,1,11,11,1,25133.1672,28013,595534.19
2024,1,11,11,1,30677.2482,27990,685225.49
2024,1,11,11,1,5667.2828,28153,692792.5125
2024,1,11,11,2,26673.1897,28003,499681.44
2024,1,11,11,2,28582.8176,28065,260429.44
2024,1,11,11,2,28890.8221,28050,410405.7788
